status_id,status_published,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
246675545449582_1553995058050951,1/19/2018 9:16,video,226,341,41,196,30,0,0,0,0
246675545449582_1553987821385008,1/19/2018 9:06,video,35,1,0,35,0,0,0,0,0
246675545449582_1552962021487588,1/18/2018 8:54,video,219,316,36,170,46,3,0,0,0
246675545449582_1552783698172087,1/18/2018 5:08,video,94,1,1,94,0,0,0,0,0
246675545449582_1551983908252066,1/17/2018 9:29,video,259,368,50,234,25,0,0,0,0
246675545449582_1551534661630324,1/16/2018 22:36,video,62,1,0,62,0,0,0,0,0
246675545449582_1551514168299040,1/16/2018 22:13,video,127,76,21,114,13,0,0,0,0
246675545449582_1550682265048897,1/16/2018 0:53,video,149,63,15,134,15,0,0,0,0
246675545449582_1548244011959389,1/13/2018 9:18,video,134,171,41,116,18,0,0,0,0
246675545449582_1546364775480646,01-11-18 9:05,video,392,461,47,360,32,0,0,0,0
246675545449582_1545432958907161,01-10-18 8:57,video,310,540,41,284,26,0,0,0,0
246675545449582_1537523323031458,01-02-18 23:05,photo,14,3,0,12,2,0,0,0,0
246675545449582_1530240427093081,12/26/2017 6:23,photo,293,6,1,275,15,3,0,0,0
246675545449582_1527322154051575,12/24/2017 10:28,photo,236,12,0,226,8,1,1,0,0
246675545449582_1521905564593234,12/21/2017 8:14,photo,312,10,0,291,18,3,0,0,0
246675545449582_1502675606516230,12-10-17 23:28,photo,24,12,0,24,0,0,0,0,0
246675545449582_1497272363723221,12-08-17 2:37,link,16,9,0,15,1,0,0,0,0
246675545449582_1495724170544707,12-07-17 6:41,photo,33,12,0,32,1,0,0,0,0
246675545449582_1492286100888514,12-05-17 1:25,photo,675,10,0,645,29,1,0,0,0
246675545449582_1491577434292714,12-04-17 8:28,photo,737,18,0,697,31,9,0,0,0
246675545449582_1490258864424571,12-03-17 1:40,photo,572,16,0,554,16,2,0,0,0
246675545449582_1479588818824909,11/22/2017 22:14,photo,23,7,0,20,3,0,0,0,0
246675545449582_1477842952332829,11/21/2017 1:37,photo,266,25,0,250,11,5,0,0,0
246675545449582_1477788442338280,11/21/2017 0:22,video,378,512,30,348,27,2,0,0,1
246675545449582_1475847732532351,11/18/2017 22:32,video,421,709,30,373,45,2,0,1,0
246675545449582_1474958169287974,11/18/2017 1:23,video,1493,1979,753,1333,139,9,3,8,1
246675545449582_1472990009484790,11/16/2017 0:01,photo,76,17,0,76,0,0,0,0,0
246675545449582_1466481810135610,11-09-17 0:32,photo,36,11,0,34,2,0,0,0,0
246675545449582_1460991780684613,11-02-17 21:22,photo,19,8,0,18,0,0,1,0,0
246675545449582_1458408214276303,10/30/2017 23:46,photo,27,10,0,27,0,0,0,0,0
246675545449582_1454283141355477,10/26/2017 12:02,photo,117,2,53,108,9,0,0,0,0
246675545449582_1454277441356047,10/26/2017 11:53,photo,146,1,0,145,1,0,0,0,0
246675545449582_1453716178078840,10/25/2017 22:45,photo,166,0,13,151,7,0,0,8,0
246675545449582_1453707518079706,10/25/2017 22:29,photo,190,0,31,171,0,0,0,19,0
246675545449582_1452022754914849,10/24/2017 3:55,photo,217,16,0,213,4,0,0,0,0
246675545449582_1451936094923515,10/24/2017 1:20,photo,458,14,0,451,3,4,0,0,0
246675545449582_1451093285007796,10/23/2017 3:52,photo,553,15,0,538,12,3,0,0,0
246675545449582_1451078198342638,10/23/2017 3:23,photo,203,18,11,190,7,6,0,0,0
246675545449582_1450141395102985,10/22/2017 0:38,photo,1005,25,1,979,16,9,1,0,0
246675545449582_1450110585106066,10/21/2017 23:43,video,202,145,23,182,19,0,0,0,1
246675545449582_1449381378512320,10/21/2017 3:19,photo,428,14,0,419,4,5,0,0,0
246675545449582_1448675405249584,10/20/2017 6:37,photo,479,17,0,462,10,7,0,0,0
246675545449582_1448558785261246,10/20/2017 3:19,video,212,116,11,201,10,1,0,0,0
246675545449582_1447515715365553,10/19/2017 2:44,video,225,157,17,211,14,0,0,0,0
246675545449582_1446827718767686,10/18/2017 9:13,video,171,46,5,156,12,2,1,0,0
246675545449582_1446531832130608,10/18/2017 2:33,video,247,120,16,232,14,1,0,0,0
246675545449582_1445552635561861,10/17/2017 5:37,video,269,453,39,242,26,1,0,0,0
246675545449582_1445400822243709,10/17/2017 2:36,video,258,486,32,235,23,0,0,0,0
246675545449582_1445354408915017,10/17/2017 1:47,photo,109,2,1,104,5,0,0,0,0
246675545449582_1445261388924319,10/16/2017 22:47,photo,97,5,0,96,0,1,0,0,0
246675545449582_1444576748992783,10/16/2017 6:37,video,280,199,25,254,24,2,0,0,0
246675545449582_1444533065663818,10/16/2017 5:25,video,325,77,21,293,30,1,1,0,0
246675545449582_1444306942353097,10/15/2017 22:58,photo,51,11,0,51,0,0,0,0,0
246675545449582_1443547965762328,10/15/2017 2:27,video,280,825,47,243,35,1,1,0,0
246675545449582_1442942755822849,10/14/2017 10:37,video,688,0,0,632,34,0,0,22,0
246675545449582_1442580062525785,10/14/2017 3:35,video,365,805,46,320,39,1,3,0,2
246675545449582_1441410912642700,10-12-17 21:43,photo,295,5,0,295,0,0,0,0,0
246675545449582_1440443499406108,10-11-17 22:21,photo,27,14,0,26,1,0,0,0,0
246675545449582_1434870273296764,10-06-17 8:04,photo,15,11,0,15,0,0,0,0,0
246675545449582_1433620366755088,10-04-17 23:19,photo,16,12,0,16,0,0,0,0,0
246675545449582_1430023863781405,10-01-17 3:31,photo,29,12,0,29,0,0,0,0,0
246675545449582_1429927933790998,10-01-17 1:05,video,28,6,0,28,0,0,0,0,0
246675545449582_1428095953974196,9/28/2017 23:21,photo,8,8,0,8,0,0,0,0,0
246675545449582_1427202707396854,9/28/2017 0:12,photo,10,9,0,10,0,0,0,0,0
246675545449582_1426309230819535,9/26/2017 22:39,photo,39,8,0,39,0,0,0,0,0
246675545449582_1425407187576406,9/25/2017 22:52,photo,49,11,0,47,2,0,0,0,0
246675545449582_1423676417749483,9/24/2017 1:58,video,226,449,37,189,25,1,1,10,0
246675545449582_1423672414416550,9/24/2017 1:52,video,104,49,13,91,12,0,0,1,0
246675545449582_1422896067827518,9/23/2017 3:56,photo,251,17,0,244,7,0,0,0,0
246675545449582_1422753927841732,9/23/2017 0:09,video,244,589,48,213,29,1,1,0,0
246675545449582_1422162634567528,9/22/2017 8:48,video,252,558,41,204,45,1,1,0,1
246675545449582_1421238677993257,9/21/2017 8:22,video,121,15,4,114,4,2,1,0,0
246675545449582_1420966601353798,9/21/2017 1:50,photo,321,5,0,307,11,2,1,0,0
246675545449582_1420888391361619,9/21/2017 0:26,photo,103,8,3,99,4,0,0,0,0
246675545449582_1420827441367714,9/20/2017 23:43,video,136,31,16,122,14,0,0,0,0
246675545449582_1420707958046329,9/20/2017 21:25,video,337,247,27,300,35,1,1,0,0
246675545449582_1420240374759754,9/20/2017 9:47,photo,648,13,0,627,18,3,0,0,0
246675545449582_1419833428133782,9/20/2017 0:19,video,175,157,14,157,18,0,0,0,0
246675545449582_1419167851533673,9/19/2017 7:39,video,339,424,36,296,38,1,4,0,0
246675545449582_1419130778204047,9/19/2017 6:44,photo,341,3,0,331,8,2,0,0,0
246675545449582_1418903018226823,9/19/2017 0:40,video,177,131,27,150,27,0,0,0,0
246675545449582_1413298985453893,9/13/2017 3:48,photo,201,0,0,195,4,2,0,0,0
246675545449582_1413090338808091,09-12-17 22:34,photo,43,7,0,41,2,0,0,0,0
246675545449582_1411323222318136,09-11-17 6:14,photo,40,7,0,39,1,0,0,0,0
246675545449582_1408385109278614,09-07-17 22:52,photo,58,14,0,57,1,0,0,0,0
246675545449582_1407672699349855,09-07-17 4:21,video,403,525,42,363,36,1,3,0,0
246675545449582_1407589059358219,09-07-17 2:02,photo,148,4,3,144,4,0,0,0,0
246675545449582_1407502582700200,09-06-17 23:14,photo,150,24,2,144,6,0,0,0,0
246675545449582_1406975012752957,09-06-17 7:33,photo,53,12,0,53,0,0,0,0,0
246675545449582_1406936809423444,09-06-17 6:22,status,144,15,8,140,4,0,0,0,0
246675545449582_1406839432766515,09-06-17 3:48,video,298,491,46,262,34,2,0,0,0
246675545449582_1406792459437879,09-06-17 2:02,photo,171,4,1,166,5,0,0,0,0
246675545449582_1404391233011335,09-03-17 5:39,photo,4410,633,257,4315,73,17,5,0,0
246675545449582_1401614789955646,8/31/2017 8:50,video,374,588,46,327,47,0,0,0,0
246675545449582_1400641396719652,8/30/2017 8:38,photo,181,20,0,180,1,0,0,0,0
246675545449582_1397536097030182,8/27/2017 9:46,photo,267,20,1,249,8,10,0,0,0
246675545449582_1397278180389307,8/27/2017 4:54,photo,60,7,0,59,1,0,0,0,0
246675545449582_1395111113939347,8/25/2017 7:36,photo,98,23,5,95,2,1,0,0,0
246675545449582_1394887663961692,8/25/2017 2:29,video,26,7,0,26,0,0,0,0,0
246675545449582_1393786207405171,8/24/2017 2:18,photo,255,18,0,244,11,0,0,0,0
246675545449582_1392897467494045,8/23/2017 6:15,photo,174,6,1,167,5,2,0,0,0
246675545449582_1392132690903856,8/22/2017 10:59,photo,64,5,1,59,5,0,0,0,0
246675545449582_1392113310905794,8/22/2017 10:32,photo,62,3,0,58,4,0,0,0,0
246675545449582_1391704667613325,8/22/2017 1:40,video,192,417,40,168,22,1,1,0,0
246675545449582_1391646507619141,8/22/2017 0:09,photo,110,18,6,110,0,0,0,0,0
246675545449582_1391645867619205,8/22/2017 0:08,photo,119,12,7,117,2,0,0,0,0
246675545449582_1389882727795519,8/20/2017 4:41,photo,42,11,0,41,0,1,0,0,0
246675545449582_1389639647819827,8/19/2017 23:14,video,234,355,34,178,52,2,0,1,1
246675545449582_1388231731293952,8/18/2017 11:35,photo,54,10,0,53,1,0,0,0,0
246675545449582_1388230471294078,8/18/2017 11:33,photo,82,8,0,80,1,0,0,1,0
246675545449582_1388082824642176,8/18/2017 8:36,photo,18,8,0,18,0,0,0,0,0
246675545449582_1385237634926695,8/15/2017 9:58,photo,147,17,7,141,5,1,0,0,0
246675545449582_1385219348261857,8/15/2017 9:31,photo,80,8,0,79,1,0,0,0,0
246675545449582_1384098221707303,8/14/2017 7:41,video,299,564,42,262,34,1,1,0,1
246675545449582_1382019818581810,08-12-17 2:40,photo,629,11,1,607,18,4,0,0,0
246675545449582_1381793938604398,08-11-17 20:41,photo,69,2,0,67,2,0,0,0,0
246675545449582_1381004085350050,08-11-17 0:27,video,219,110,17,190,26,1,2,0,0
246675545449582_1380978478685944,08-10-17 23:39,photo,30,2,0,27,3,0,0,0,0
246675545449582_1380462345404224,08-10-17 9:17,photo,65,1,0,62,2,1,0,0,0
246675545449582_1380211685429290,08-10-17 3:03,photo,161,7,0,153,8,0,0,0,0
246675545449582_1380140728769719,08-10-17 1:24,video,398,605,30,348,44,3,3,0,0
246675545449582_1379424162174709,08-09-17 5:14,photo,47,7,0,47,0,0,0,0,0
246675545449582_1379278652189260,08-09-17 1:45,photo,182,3,4,177,5,0,0,0,0
246675545449582_1379165728867219,08-08-17 22:24,video,317,158,32,269,47,1,0,0,0
246675545449582_1378449768938815,08-08-17 5:13,video,571,888,107,459,107,1,1,1,2
246675545449582_1377472849036507,08-07-17 9:18,photo,16,10,0,15,1,0,0,0,0
246675545449582_1375841469199645,08-06-17 1:08,photo,30,9,0,30,0,0,0,0,0
246675545449582_1375825209201271,08-06-17 0:36,photo,57,7,0,57,0,0,0,0,0
246675545449582_1374922852624840,08-05-17 1:44,photo,74,6,3,74,0,0,0,0,0
246675545449582_1373053352811790,08-03-17 4:50,video,368,911,50,317,50,1,0,0,0
246675545449582_1373040689479723,08-03-17 4:31,photo,19,3,0,19,0,0,0,0,0
246675545449582_1372717162845409,08-02-17 22:18,photo,176,3,0,175,0,1,0,0,0
246675545449582_1372031632913962,08-02-17 6:02,photo,133,7,0,133,0,0,0,0,0
246675545449582_1371921179591674,08-02-17 2:54,photo,162,6,2,158,3,1,0,0,0
246675545449582_1371785262938599,08-01-17 23:33,video,734,996,73,601,116,11,6,0,0
246675545449582_1370957466354712,08-01-17 0:57,status,42,16,9,41,1,0,0,0,0
246675545449582_1370352769748515,7/31/2017 9:50,status,33,6,3,31,2,0,0,0,0
246675545449582_1367261536724305,7/28/2017 1:10,video,29,6,1,29,0,0,0,0,0
246675545449582_1367178110065981,7/27/2017 22:48,photo,43,6,0,42,1,0,0,0,0
246675545449582_1366562330127559,7/27/2017 8:08,photo,14,6,0,13,1,0,0,0,0
246675545449582_1365608996889559,7/26/2017 9:01,video,475,574,48,406,63,4,2,0,0
246675545449582_1365207070263085,7/25/2017 23:18,photo,50,8,2,49,1,0,0,0,0
246675545449582_1365188530264939,7/25/2017 22:46,photo,94,23,6,94,0,0,0,0,0
246675545449582_1361306617319797,7/22/2017 8:50,video,303,34,3,291,11,1,0,0,0
246675545449582_1361198480663944,7/22/2017 7:08,photo,168,7,1,167,1,0,0,0,0
246675545449582_1360915977358861,7/21/2017 23:32,photo,248,14,0,241,7,0,0,0,0
246675545449582_1360313524085773,7/21/2017 8:52,photo,422,6,0,410,8,3,1,0,0
246675545449582_1360110617439397,7/21/2017 4:20,photo,189,3,0,184,2,0,3,0,0
246675545449582_1360055367444922,7/21/2017 2:59,photo,390,17,2,382,5,3,0,0,0
246675545449582_1359829454134180,7/20/2017 23:30,photo,618,28,0,597,14,7,0,0,0
246675545449582_1359179027532556,7/20/2017 8:59,photo,191,2,2,188,2,1,0,0,0
246675545449582_1356963477754111,7/18/2017 7:53,video,321,1381,67,275,44,1,1,0,0
246675545449582_1354347211349071,7/16/2017 2:18,photo,364,7,2,347,15,2,0,0,0
246675545449582_1351151295001996,7/13/2017 0:11,photo,51,10,0,51,0,0,0,0,0
246675545449582_1350461668404292,07-12-17 7:59,video,282,524,38,247,34,0,1,0,0
246675545449582_1347432472040545,07-09-17 7:26,photo,369,14,1,362,7,0,0,0,0
246675545449582_1346580615459064,07-08-17 8:41,photo,138,16,6,133,4,1,0,0,0
246675545449582_1343559165761209,07-05-17 9:15,photo,96,9,1,93,1,2,0,0,0
246675545449582_1342399675877158,07-04-17 5:55,photo,186,11,0,184,1,1,0,0,0
246675545449582_1342236625893463,07-04-17 1:30,photo,487,15,0,461,14,12,0,0,0
246675545449582_1342150709235388,07-03-17 23:23,video,282,19,4,257,20,3,2,0,0
246675545449582_1332714503512342,6/26/2017 4:06,photo,383,8,1,367,13,3,0,0,0
246675545449582_1332163873567405,6/25/2017 11:49,photo,216,0,1,211,5,0,0,0,0
246675545449582_1332070653576727,6/25/2017 9:47,photo,48,0,0,45,2,1,0,0,0
246675545449582_1331955210254938,6/25/2017 7:42,video,885,462,26,659,220,0,2,0,0
246675545449582_1331929853590807,6/25/2017 7:02,photo,185,11,1,175,10,0,0,0,0
246675545449582_1331853133598479,6/25/2017 4:58,photo,259,1,1,251,7,0,1,0,0
246675545449582_1331760736941052,6/25/2017 2:48,photo,299,9,0,291,8,0,0,0,0
246675545449582_1331658313617961,6/24/2017 23:41,photo,199,9,1,186,13,0,0,0,0
246675545449582_1330910960359363,6/24/2017 4:34,photo,717,40,1,680,30,7,0,0,0
246675545449582_1329160057201120,6/22/2017 6:34,photo,155,2,0,150,5,0,0,0,0
246675545449582_1328148713968921,6/21/2017 4:15,photo,293,8,0,282,11,0,0,0,0
246675545449582_1325518754231917,6/18/2017 11:48,photo,243,6,0,237,5,1,0,0,0
246675545449582_1320853268031799,6/13/2017 23:17,photo,264,2,0,256,2,5,0,0,0
246675545449582_1319907678126358,6/13/2017 1:31,photo,313,3,0,297,7,6,0,0,0
246675545449582_1319282378188888,06-12-17 9:38,photo,208,1,0,201,7,0,0,0,0
246675545449582_1319278494855943,06-12-17 9:33,photo,216,0,0,209,6,1,0,0,0
246675545449582_1319045328212593,06-12-17 5:08,photo,247,6,0,234,9,1,0,0,0
246675545449582_1318896854894107,06-12-17 1:38,photo,152,1,0,146,5,1,0,0,0
246675545449582_1318160668301059,06-11-17 7:04,photo,387,3,0,368,16,1,0,0,0
246675545449582_1317164368400689,06-10-17 8:19,photo,178,9,0,170,6,0,0,0,0
246675545449582_1317039571746502,06-10-17 6:00,photo,218,4,0,212,5,1,0,0,0
246675545449582_1316848781765581,06-10-17 1:08,photo,270,3,0,256,10,3,0,0,0
246675545449582_1315331711917288,06-08-17 9:26,photo,351,4,1,344,6,0,0,0,0
246675545449582_1315158578601268,06-08-17 5:29,photo,232,0,2,224,8,0,0,0,0
246675545449582_1315153498601776,06-08-17 5:22,photo,252,3,0,244,4,4,0,0,0
246675545449582_1315090955274697,06-08-17 3:27,photo,122,0,0,114,8,0,0,0,0
246675545449582_1314302952020164,06-07-17 7:28,photo,209,4,0,199,9,1,0,0,0
246675545449582_1314133352037124,06-07-17 2:36,photo,305,5,1,295,10,0,0,0,0
246675545449582_1312235792226880,06-05-17 6:43,photo,71,10,2,70,1,0,0,0,0
246675545449582_1306375336146259,5/30/2017 1:21,photo,290,12,0,275,13,1,1,0,0
246675545449582_1298172296966563,5/21/2017 23:05,photo,67,6,3,66,0,1,0,0,0
246675545449582_1297316837052109,5/21/2017 5:53,photo,783,11,0,752,30,1,0,0,0
246675545449582_1289646377819155,5/14/2017 3:14,photo,77,2,0,76,1,0,0,0,0
246675545449582_1288754317908361,5/13/2017 3:21,video,22,0,0,22,0,0,0,0,0
246675545449582_1287866294663830,05-12-17 4:17,photo,103,0,0,100,2,1,0,0,0
246675545449582_1286953054755154,05-11-17 3:55,video,32,0,2,32,0,0,0,0,0
246675545449582_1286800308103762,05-10-17 22:46,photo,239,5,2,229,8,0,0,2,0
246675545449582_1285927694857690,05-10-17 2:48,photo,111,6,0,110,1,0,0,0,0
246675545449582_1283769161740210,05-08-17 9:57,video,51,0,1,51,0,0,0,0,0
246675545449582_1303369639780162,05-08-17 9:42,video,34,4,0,34,0,0,0,0,0
246675545449582_1280453208738472,05-05-17 23:27,link,15,0,0,15,0,0,0,0,0
246675545449582_1279507272166399,05-05-17 5:12,video,75,0,5,75,0,0,0,0,0
246675545449582_1278450792272047,05-04-17 8:07,photo,177,2,0,173,2,2,0,0,0
246675545449582_1278061308977662,05-04-17 0:29,photo,520,8,0,505,13,2,0,0,0
246675545449582_1276088762508250,05-02-17 10:11,photo,134,2,0,132,2,0,0,0,0
246675545449582_1276013659182427,05-02-17 8:50,photo,228,1,1,220,7,1,0,0,0
246675545449582_1274485052668621,05-01-17 0:35,video,498,254,17,408,77,5,6,1,1
246675545449582_1272251959558597,4/29/2017 0:40,photo,166,5,2,159,7,0,0,0,0
246675545449582_1270221603094966,4/27/2017 3:14,video,272,265,20,228,44,0,0,0,0
246675545449582_1270186029765190,4/27/2017 2:23,photo,127,7,1,125,2,0,0,0,0
246675545449582_1269477749836018,4/26/2017 8:35,photo,30,0,0,29,0,1,0,0,0
246675545449582_1269093463207780,4/26/2017 0:11,link,33,1,1,33,0,0,0,0,0
246675545449582_1265081296942330,4/22/2017 1:20,photo,252,5,0,239,9,4,0,0,0
246675545449582_1264410220342771,4/21/2017 9:05,photo,287,0,0,286,0,1,0,0,0
246675545449582_1263257983791328,4/20/2017 7:34,photo,264,8,3,257,5,2,0,0,0
246675545449582_1263186560465137,4/20/2017 6:12,photo,152,5,1,148,3,1,0,0,0
246675545449582_1263178873799239,4/20/2017 6:03,photo,61,5,0,57,3,1,0,0,0
246675545449582_1263174217133038,4/20/2017 5:58,video,172,7,7,163,6,2,1,0,0
246675545449582_1262985247151935,4/20/2017 2:36,video,616,523,21,459,125,21,8,0,1
246675545449582_1262105903906536,4/19/2017 9:17,photo,188,0,0,184,4,0,0,0,0
246675545449582_1262034897246970,4/19/2017 8:02,video,593,309,23,484,99,1,4,4,1
246675545449582_1260586510725142,4/18/2017 1:33,photo,189,2,0,182,5,2,0,0,0
246675545449582_1259500860833707,4/17/2017 1:41,photo,178,5,0,175,3,0,0,0,0
246675545449582_1256629337787526,4/14/2017 9:19,photo,318,7,0,313,4,1,0,0,0
246675545449582_1255176157932844,04-12-17 22:27,photo,362,9,0,352,7,3,0,0,0
246675545449582_1254118221371971,04-12-17 0:17,photo,48,6,0,48,0,0,0,0,0
246675545449582_1254116288038831,04-12-17 0:15,photo,248,1,0,244,3,1,0,0,0
246675545449582_1253313294785797,04-11-17 5:11,photo,520,2,0,509,11,0,0,0,0
246675545449582_1253204511463342,04-11-17 1:51,photo,97,8,2,94,3,0,0,0,0
246675545449582_1251371934979933,04-09-17 3:51,photo,400,16,0,392,6,2,0,0,0
246675545449582_1250654545051672,04-08-17 11:38,photo,218,0,0,212,6,0,0,0,0
246675545449582_1250548631728930,04-08-17 9:51,photo,77,13,4,77,0,0,0,0,0
246675545449582_1250132478437212,04-08-17 1:09,photo,204,4,0,198,3,3,0,0,0
246675545449582_1248887611895032,04-07-17 0:08,photo,405,6,0,399,6,0,0,0,0
246675545449582_1248175795299547,04-06-17 8:24,photo,210,0,0,204,6,0,0,0,0
246675545449582_1247680408682419,04-05-17 22:52,photo,214,1,0,208,5,1,0,0,0
246675545449582_1246920978758362,04-05-17 6:51,photo,374,4,0,360,7,7,0,0,0
246675545449582_1246913488759111,04-05-17 6:44,photo,457,3,0,444,10,3,0,0,0
